Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110424401.0,427761.0,436916.0,2.0,2011-09-14,1950.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,40.0,Goods vehicle 3.5 tonnes mgw and under
110424635.0,427230.0,433646.0,3.0,2011-09-14,1040.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55.0,Car
110424635.0,427230.0,433646.0,3.0,2011-09-14,1040.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54.0,Car
110424635.0,427230.0,433646.0,3.0,2011-09-14,1040.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,85.0,Car
110425793.0,432345.0,434973.0,2.0,2011-09-14,2000.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31.0,Motorcycle over 500cc
110427470.0,420848.0,440973.0,1.0,2011-09-14,1500.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,45.0,Goods vehicle 7.5 tonnes mgw and over
110435046.0,427523.0,425473.0,1.0,2011-09-14,1630.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14.0,Car
110424407.0,425475.0,432866.0,2.0,2011-09-15,1825.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19.0,Car
110425223.0,427954.0,425420.0,2.0,2011-09-15,845.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42.0,Pedal cycle
110425782.0,429147.0,431735.0,2.0,2011-09-15,1610.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19.0,Pedal cycle
110425999.0,436669.0,430999.0,1.0,2011-09-15,1725.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,29.0,Car
110426135.0,423297.0,429766.0,2.0,2011-09-15,1630.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,46.0,Car
110426189.0,428124.0,432794.0,2.0,2011-09-15,2030.0,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,51.0,Car
110426189.0,428124.0,432794.0,2.0,2011-09-15,2030.0,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19.0,Goods vehicle 3.5 tonnes mgw and under
110426189.0,428124.0,432794.0,2.0,2011-09-15,2030.0,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,16.0,Goods vehicle 3.5 tonnes mgw and under
110427352.0,424716.0,434436.0,2.0,2011-09-15,1615.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30.0,Pedal cycle
110427273.0,428609.0,431568.0,2.0,2011-09-16,1243.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18.0,Car
110427607.0,424536.0,436048.0,1.0,2011-09-16,1645.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,86.0,Bus or coach (17 or more passenger seats)
110427626.0,430623.0,434647.0,1.0,2011-09-16,1815.0,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,27.0,Motorcycle over 50cc and up to 125cc
110427657.0,426391.0,429515.0,2.0,2011-09-16,1832.0,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,29.0,Car
110427749.0,431559.0,435180.0,2.0,2011-09-16,1915.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,32.0,Car
110427749.0,431559.0,435180.0,2.0,2011-09-16,1915.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,28.0,Car
110427749.0,431559.0,435180.0,2.0,2011-09-16,1915.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,24.0,Car
110427850.0,432389.0,434901.0,1.0,2011-09-16,1820.0,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21.0,Car
110428141.0,442619.0,426492.0,1.0,2011-09-17,215.0,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,25.0,Car
110428141.0,442619.0,426492.0,1.0,2011-09-17,215.0,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,22.0,Car
110428141.0,442619.0,426492.0,1.0,2011-09-17,215.0,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,22.0,Car
110428141.0,442619.0,426492.0,1.0,2011-09-17,215.0,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,24.0,Car
110428658.0,430298.0,439595.0,1.0,2011-09-17,1245.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28.0,Bus or coach (17 or more passenger seats)
110428676.0,427006.0,431640.0,2.0,2011-09-17,1335.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,49.0,Car
110428808.0,423936.0,427909.0,2.0,2011-09-17,1524.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21.0,Car
110429191.0,435092.0,435653.0,1.0,2011-09-17,2115.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,38.0,Taxi/Private hire car
110429465.0,430958.0,435779.0,2.0,2011-09-17,2100.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,29.0,Car
110429470.0,429908.0,433962.0,1.0,2011-09-17,2250.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,26.0,Car
110429550.0,434291.0,436419.0,1.0,2011-09-17,1302.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23.0,Car
110429557.0,418304.0,441342.0,2.0,2011-09-17,1020.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48.0,Car
110429566.0,434274.0,433800.0,1.0,2011-09-17,1150.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41.0,Motorcycle over 50cc and up to 125cc
110429860.0,431962.0,435842.0,1.0,2011-09-17,1850.0,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,20.0,Car
110430725.0,431888.0,430491.0,2.0,2011-09-17,1730.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30.0,Pedal cycle
110429396.0,444639.0,433523.0,1.0,2011-09-18,10.0,A(M),Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,29.0,Car
110429396.0,444639.0,433523.0,1.0,2011-09-18,10.0,A(M),Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,27.0,Car
110429605.0,437673.0,431537.0,1.0,2011-09-18,715.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34.0,Car
110430194.0,430231.0,433339.0,1.0,2011-09-18,215.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,35.0,Taxi/Private hire car
110430544.0,432171.0,434630.0,2.0,2011-09-18,2355.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,42.0,Car
110431221.0,442771.0,429684.0,2.0,2011-09-18,1840.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62.0,Motorcycle over 500cc
110431221.0,442771.0,429684.0,2.0,2011-09-18,1840.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,47.0,Motorcycle over 500cc
110431031.0,436647.0,428686.0,2.0,2011-09-19,630.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51.0,Motorcycle over 500cc
110431042.0,427524.0,427594.0,2.0,2011-09-19,840.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42.0,Pedal cycle
110431353.0,427913.0,441535.0,4.0,2011-09-19,1120.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32.0,Car
110431353.0,427913.0,441535.0,4.0,2011-09-19,1120.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49.0,Car
110431353.0,427913.0,441535.0,4.0,2011-09-19,1120.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,75.0,Car
110431353.0,427913.0,441535.0,4.0,2011-09-19,1120.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26.0,Car
110431623.0,430063.0,433783.0,2.0,2011-09-19,1502.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26.0,Bus or coach (17 or more passenger seats)
110432276.0,428634.0,434186.0,2.0,2011-09-19,2343.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,54.0,Taxi/Private hire car
110432833.0,418951.0,441987.0,2.0,2011-09-19,1515.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20.0,Car
110438555.0,431141.0,434945.0,1.0,2011-09-19,850.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,17.0,Car
110433494.0,431760.0,427742.0,2.0,2011-09-20,1623.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,67.0,Car
110433494.0,431760.0,427742.0,2.0,2011-09-20,1623.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33.0,Car
110433552.0,428526.0,429632.0,3.0,2011-09-20,1854.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36.0,Car
110433721.0,432545.0,438145.0,2.0,2011-09-20,2130.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,51.0,Car
110433721.0,432545.0,438145.0,2.0,2011-09-20,2130.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,20.0,Car
110433721.0,432545.0,438145.0,2.0,2011-09-20,2130.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,47.0,Car
